predict_id,filename,width,height,timestamp,class,class_name,confidence,x_person,y_person,w_person,h_person,x_clothing,y_clothing,w_clothing,h_clothing,mean_color_bgr,track_id
14f769c4-e072-45cc-aa9a-d18c7ebcd84a,testvideo.mp4,480,854,0.0,1,long sleeve top,0.88,0,238,113,389,0,49,112,153,[     176.76      215.13      229.63],1
b82576d0-40e3-4c17-b952-d000753598f9,testvideo.mp4,480,854,0.5,1,long sleeve top,0.95,0,230,133,435,0,58,133,169,[     188.38      224.13      237.09],1
2fa63155-28fc-4caa-accc-4dae7b7b4e8a,testvideo.mp4,480,854,0.5,1,long sleeve top,0.72,279,143,201,604,3,75,198,195,[     106.09       131.8      188.91],2
043150a8-4c65-4791-b8be-8d98e7e6f18f,testvideo.mp4,480,854,1.0,1,long sleeve top,0.94,2,230,153,449,0,60,151,162,[     189.38      222.65      235.21],1
e0921ffc-75f4-461b-903c-1b5c283ab705,testvideo.mp4,480,854,1.5,1,long sleeve top,0.94,3,225,160,458,0,59,157,170,[      190.6      222.33      235.43],1
5716f5b8-c5dc-408f-afc7-c378a75c4e7a,testvideo.mp4,480,854,1.5,1,long sleeve top,0.43,304,146,176,614,0,86,176,224,[     215.61       214.4       176.2],2
5f4bbe5e-0616-4dd2-80a9-cd0b5132de43,testvideo.mp4,480,854,2.0,1,long sleeve top,0.93,19,218,160,470,6,61,153,176,[     179.22      214.95      228.15],1
839f1c16-31ea-4142-a712-d5ae0a7febee,testvideo.mp4,480,854,2.0,1,long sleeve top,0.94,319,148,161,622,3,78,158,232,[     203.07      206.91      164.41],2
f7ee9aff-a029-4e3e-9ff3-be35b69bd546,testvideo.mp4,480,854,2.5,1,long sleeve top,0.93,21,219,162,467,0,67,161,166,[     194.26      225.38      237.14],1
b3ccc148-ee5b-4164-80d4-535209edec6f,testvideo.mp4,480,854,2.5,1,long sleeve top,0.88,321,166,158,597,4,69,149,218,[      217.9       221.4      186.09],2
84398774-357c-4f43-8821-9a13146813fb,testvideo.mp4,480,854,3.0,1,long sleeve top,0.84,312,168,167,587,28,67,139,226,[     219.18      220.54       180.7],2
e67f4bd4-bd9e-4933-8130-d58422b494db,testvideo.mp4,480,854,3.5,1,long sleeve top,0.37,314,162,165,591,29,69,133,230,[     215.26      215.22      175.76],2
2cc0b0c1-c08b-4c61-84db-d4d4d1b44b94,testvideo.mp4,480,854,4.0,1,long sleeve top,0.9,29,214,169,475,13,63,156,180,[     183.08      217.09      230.07],1
4b43b3d1-e290-4aed-98ce-c391e4dc5fde,testvideo.mp4,480,854,4.0,1,long sleeve top,0.89,303,166,177,586,9,79,167,219,[     213.93      215.29      177.79],2
c7c8ee78-3680-402d-8324-bb3c2e435257,testvideo.mp4,480,854,4.5,1,long sleeve top,0.36,270,169,195,582,2,54,188,221,[     201.38       204.9      179.59],2
3decbf13-177d-4afb-b044-e01abf1af98b,testvideo.mp4,480,854,5.0,1,long sleeve top,0.94,22,216,170,482,26,62,134,177,[     44.652      4.8836      198.49],1
681a425e-4894-4e7d-b968-dc9333a83001,testvideo.mp4,480,854,5.5,1,long sleeve top,0.79,237,188,187,563,0,51,186,235,[     88.435      62.339      44.662],2
a849e5df-ad30-41b7-8691-346701c5481a,testvideo.mp4,480,854,6.0,1,long sleeve top,0.94,24,215,166,478,0,61,159,178,[     42.153      4.2222      193.98],1
2ced1e8a-03f9-4454-9e84-0bdc361eb80e,testvideo.mp4,480,854,6.0,1,long sleeve top,0.92,249,173,191,571,7,65,182,239,[     86.881      59.395      40.185],2
4820e2e6-c807-41bc-af9d-5cd3d972b7e1,testvideo.mp4,480,854,6.5,1,long sleeve top,0.84,23,215,162,483,0,65,154,177,[     44.302      5.8019      197.51],1
f2845ae9-2990-47fd-b517-f80023ea2a90,testvideo.mp4,480,854,6.5,1,long sleeve top,0.92,237,158,197,599,1,69,193,244,[     86.262      60.446      42.759],2
0739a673-b55d-459c-ac7f-c7c4da9591bb,testvideo.mp4,480,854,7.0,1,long sleeve top,0.93,29,231,161,469,1,73,153,176,[     42.897      5.1268      195.99],1
5f5e59bb-df3d-4145-97f5-6fb30fd521ff,testvideo.mp4,480,854,7.0,1,long sleeve top,0.92,242,166,202,596,6,87,195,246,[     85.374      58.809      40.362],2
c05d7eb3-ddcf-49f1-b6e4-5f9205afb903,testvideo.mp4,480,854,7.5,1,long sleeve top,0.89,28,229,161,478,2,58,138,183,[     113.78       133.3      126.07],1
2f38d5a1-d247-4588-a1a9-aee6ad16171b,testvideo.mp4,480,854,7.5,1,long sleeve top,0.93,234,180,207,599,0,81,206,206,[     219.14      214.18      222.93],2
fabe5a3b-6782-43b9-9bef-225f63e59d13,testvideo.mp4,480,854,8.0,1,long sleeve top,0.93,241,173,204,576,5,61,198,200,[     226.87      220.37      226.29],2
1a253b02-0e9f-43c1-a8ce-ccb6d39a934c,testvideo.mp4,480,854,8.5,1,long sleeve top,0.84,22,210,166,483,0,58,159,186,[      49.57      51.365      46.742],1
5fc04b9c-57ba-42c3-ad72-206abda045ee,testvideo.mp4,480,854,8.5,1,long sleeve top,0.94,231,161,210,594,10,68,197,204,[     224.09      215.19      220.69],2
56cba1fd-00f3-4684-9d7a-81baee96c223,testvideo.mp4,480,854,9.0,1,long sleeve top,0.75,36,207,159,484,8,68,148,180,[     166.43      184.39      187.14],1
a8da8b54-dfa8-4c2e-bc89-bdd7fea6aac6,testvideo.mp4,480,854,9.0,1,long sleeve top,0.94,233,159,211,593,4,76,207,202,[     224.95      215.12      219.73],2
20dfbf2e-cd95-4dbc-8c53-55f82d50443b,testvideo.mp4,480,854,9.5,1,long sleeve top,0.83,42,208,173,482,19,71,153,186,[     114.44      129.86      117.61],1
485c2d55-f0a5-4d92-a14d-343b860678a5,testvideo.mp4,480,854,9.5,1,long sleeve top,0.94,232,160,202,594,0,82,199,195,[     230.38      220.35      224.13],2
ece6dff0-34a5-4a7f-a07b-f33d2650a9c7,testvideo.mp4,480,854,10.0,1,long sleeve top,0.91,54,210,155,477,17,63,118,182,[     45.343      47.963      42.143],1
d0e04af7-14d8-48c9-99f1-a5d9aefeb5c8,testvideo.mp4,480,854,10.0,1,long sleeve top,0.94,236,162,211,592,12,78,199,197,[     232.28      222.24      225.35],2
db07a14c-d5c0-48cc-80e5-497f3533dc25,testvideo.mp4,480,854,10.5,1,long sleeve top,0.45,18,235,153,438,0,42,75,189,[     139.85      156.78      138.46],1
f331ebe6-991e-4ab9-b71c-f56fb0c8a22f,testvideo.mp4,480,854,10.5,1,long sleeve top,0.9,237,195,217,564,23,77,189,182,[     224.13       214.7      218.45],2
956fe169-76d7-4712-9e1b-0189c8d41c01,testvideo.mp4,480,854,11.0,1,long sleeve top,0.87,273,163,198,613,57,64,140,223,[     217.85      205.91      209.53],2
